agent_id,agent_role,branch_id,child_node_ids,dependency_type,duration_sec,end_time,is_critical_path,loop_iteration_id,motif_type,node_id,node_type,parent_node_ids,round_id,start_time,workflow_name,workflow_run_id
opinion_3->agent_2_round_1,edge,all_gather_r1,[],debate_round,0.0,13.661647,False,0,debate,opinion_3->agent_2_round_1,edge,[],1,13.661647,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_1_round_1,edge,all_gather_r1,[],debate_round,0.0,13.661786,False,0,debate,opinion_4->agent_1_round_1,edge,[],1,13.661786,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_1->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.661933,False,0,debate,opinion_1->agent_6_round_1,edge,[],1,13.661933,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_2->agent_5_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662086,False,0,debate,opinion_2->agent_5_round_1,edge,[],1,13.662086,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_3->agent_3_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662231,False,0,debate,opinion_3->agent_3_round_1,edge,[],1,13.662231,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_2->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662397,False,0,debate,opinion_2->agent_6_round_1,edge,[],1,13.662397,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_3->agent_4_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662531,False,0,debate,opinion_3->agent_4_round_1,edge,[],1,13.662531,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_3_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662655,False,0,debate,opinion_4->agent_3_round_1,edge,[],1,13.662655,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_2_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662765,False,0,debate,opinion_4->agent_2_round_1,edge,[],1,13.662765,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_3->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662881,False,0,debate,opinion_3->agent_6_round_1,edge,[],1,13.662881,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_3->agent_5_round_1,edge,all_gather_r1,[],debate_round,0.0,13.662998,False,0,debate,opinion_3->agent_5_round_1,edge,[],1,13.662998,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_3_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663152,False,0,debate,opinion_5->agent_3_round_1,edge,[],1,13.663152,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_1_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663336,False,0,debate,opinion_5->agent_1_round_1,edge,[],1,13.663336,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663477,False,0,debate,opinion_4->agent_6_round_1,edge,[],1,13.663477,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_3_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663619,False,0,debate,opinion_6->agent_3_round_1,edge,[],1,13.663619,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_4_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663756,False,0,debate,opinion_4->agent_4_round_1,edge,[],1,13.663756,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_4->agent_5_round_1,edge,all_gather_r1,[],debate_round,0.0,13.663882,False,0,debate,opinion_4->agent_5_round_1,edge,[],1,13.663882,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_2_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664059,False,0,debate,opinion_5->agent_2_round_1,edge,[],1,13.664059,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664171,False,0,debate,opinion_5->agent_6_round_1,edge,[],1,13.664171,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_4_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664345,False,0,debate,opinion_5->agent_4_round_1,edge,[],1,13.664345,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_5->agent_5_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664468,False,0,debate,opinion_5->agent_5_round_1,edge,[],1,13.664468,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_1_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664629,False,0,debate,opinion_6->agent_1_round_1,edge,[],1,13.664629,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_2_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664757,False,0,debate,opinion_6->agent_2_round_1,edge,[],1,13.664757,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_4_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664856,False,0,debate,opinion_6->agent_4_round_1,edge,[],1,13.664856,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_6_round_1,edge,all_gather_r1,[],debate_round,0.0,13.664983,False,0,debate,opinion_6->agent_6_round_1,edge,[],1,13.664983,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
opinion_6->agent_5_round_1,edge,all_gather_r1,[],debate_round,0.0,13.665078,False,0,debate,opinion_6->agent_5_round_1,edge,[],1,13.665078,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,7.867845,21.556032,False,0,debate,agent_3_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.688187,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,7.898009,21.586186,False,0,debate,agent_6_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.688177000000001,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,7.92651,21.615937,False,0,debate,agent_2_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.689426999999998,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,7.94257,21.630208,False,0,debate,agent_1_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.687638,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,7.970238,21.659763,False,0,debate,agent_4_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.689525000000001,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1,peer_agent,all_gather_r1,"[""agent_1_round_2"", ""agent_2_round_2"", ""agent_3_round_2"", ""agent_4_round_2"", ""agent_5_round_2"", ""agent_6_round_2""]",debate_round,8.000432,21.688559,False,0,debate,agent_5_round_1,peer_agent,"[""opinion_1"", ""opinion_2"", ""opinion_3"", ""opinion_4"", ""opinion_5"", ""opinion_6""]",1,13.688127000000001,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
all_gather_barrier_r1,barrier,,[],debate_round,0.0,21.690425,False,0,debate,all_gather_barrier_r1,barrier,[],1,21.690425,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.691856,False,0,debate,agent_1_round_1->agent_1_round_2,edge,[],2,21.691856,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.692485,False,0,debate,agent_2_round_1->agent_1_round_2,edge,[],2,21.692485,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.692639,False,0,debate,agent_1_round_1->agent_2_round_2,edge,[],2,21.692639,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69292,False,0,debate,agent_3_round_1->agent_1_round_2,edge,[],2,21.69292,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.693027,False,0,debate,agent_2_round_1->agent_2_round_2,edge,[],2,21.693027,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.693374,False,0,debate,agent_4_round_1->agent_1_round_2,edge,[],2,21.693374,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.693511,False,0,debate,agent_3_round_1->agent_2_round_2,edge,[],2,21.693511,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.693904,False,0,debate,agent_1_round_1->agent_3_round_2,edge,[],2,21.693904,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.694027,False,0,debate,agent_5_round_1->agent_1_round_2,edge,[],2,21.694027,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.694146,False,0,debate,agent_4_round_1->agent_2_round_2,edge,[],2,21.694146,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.694286,False,0,debate,agent_1_round_1->agent_4_round_2,edge,[],2,21.694286,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.694697,False,0,debate,agent_5_round_1->agent_2_round_2,edge,[],2,21.694697,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_1_round_2,edge,all_gather_r2,[],debate_round,0.0,21.6948,False,0,debate,agent_6_round_1->agent_1_round_2,edge,[],2,21.6948,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_2_round_2,edge,all_gather_r2,[],debate_round,0.0,21.695148,False,0,debate,agent_6_round_1->agent_2_round_2,edge,[],2,21.695148,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69525,False,0,debate,agent_2_round_1->agent_4_round_2,edge,[],2,21.69525,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.6955,False,0,debate,agent_2_round_1->agent_3_round_2,edge,[],2,21.6955,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.695636,False,0,debate,agent_1_round_1->agent_5_round_2,edge,[],2,21.695636,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.695842,False,0,debate,agent_3_round_1->agent_3_round_2,edge,[],2,21.695842,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.695954,False,0,debate,agent_2_round_1->agent_5_round_2,edge,[],2,21.695954,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696077,False,0,debate,agent_1_round_1->agent_6_round_2,edge,[],2,21.696077,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696247,False,0,debate,agent_3_round_1->agent_4_round_2,edge,[],2,21.696247,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696376,False,0,debate,agent_4_round_1->agent_3_round_2,edge,[],2,21.696376,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696685,False,0,debate,agent_3_round_1->agent_5_round_2,edge,[],2,21.696685,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696799,False,0,debate,agent_2_round_1->agent_6_round_2,edge,[],2,21.696799,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.696902,False,0,debate,agent_4_round_1->agent_4_round_2,edge,[],2,21.696902,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.697064,False,0,debate,agent_4_round_1->agent_5_round_2,edge,[],2,21.697064,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.697203,False,0,debate,agent_5_round_1->agent_3_round_2,edge,[],2,21.697203,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69732,False,0,debate,agent_5_round_1->agent_4_round_2,edge,[],2,21.69732,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69745,False,0,debate,agent_3_round_1->agent_6_round_2,edge,[],2,21.69745,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.697558,False,0,debate,agent_5_round_1->agent_5_round_2,edge,[],2,21.697558,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_3_round_2,edge,all_gather_r2,[],debate_round,0.0,21.697651,False,0,debate,agent_6_round_1->agent_3_round_2,edge,[],2,21.697651,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_5_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69792,False,0,debate,agent_6_round_1->agent_5_round_2,edge,[],2,21.69792,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_4_round_2,edge,all_gather_r2,[],debate_round,0.0,21.698028,False,0,debate,agent_6_round_1->agent_4_round_2,edge,[],2,21.698028,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.698206,False,0,debate,agent_4_round_1->agent_6_round_2,edge,[],2,21.698206,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.69857,False,0,debate,agent_5_round_1->agent_6_round_2,edge,[],2,21.69857,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_1->agent_6_round_2,edge,all_gather_r2,[],debate_round,0.0,21.699117,False,0,debate,agent_6_round_1->agent_6_round_2,edge,[],2,21.699117,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.770078,29.489532,False,0,debate,agent_2_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.719454,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.801019,29.522028,False,0,debate,agent_1_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.721009,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.831152,29.551649,False,0,debate,agent_5_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.720497,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.842964,29.564405,False,0,debate,agent_6_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.721441,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.873257,29.596559,False,0,debate,agent_3_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.723302,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_2,peer_agent,all_gather_r2,"[""agent_1_round_3"", ""agent_2_round_3"", ""agent_3_round_3"", ""agent_4_round_3"", ""agent_5_round_3"", ""agent_6_round_3""]",debate_round,7.900579,29.619709,False,0,debate,agent_4_round_2,peer_agent,"[""agent_1_round_1"", ""agent_2_round_1"", ""agent_3_round_1"", ""agent_4_round_1"", ""agent_5_round_1"", ""agent_6_round_1""]",2,21.71913,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
all_gather_barrier_r2,barrier,,[],debate_round,0.0,29.620995,False,0,debate,all_gather_barrier_r2,barrier,[],2,29.620995,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_2->agent_1_round_3,edge,all_gather_r3,[],debate_round,0.0,29.622371,False,0,debate,agent_1_round_2->agent_1_round_3,edge,[],3,29.622371,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_2->agent_2_round_3,edge,all_gather_r3,[],debate_round,0.0,29.622843,False,0,debate,agent_1_round_2->agent_2_round_3,edge,[],3,29.622843,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_2->agent_1_round_3,edge,all_gather_r3,[],debate_round,0.0,29.623133,False,0,debate,agent_2_round_2->agent_1_round_3,edge,[],3,29.623133,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_2->agent_3_round_3,edge,all_gather_r3,[],debate_round,0.0,29.623299,False,0,debate,agent_1_round_2->agent_3_round_3,edge,[],3,29.623299,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_2->agent_1_round_3,edge,all_gather_r3,[],debate_round,0.0,29.623682,False,0,debate,agent_3_round_2->agent_1_round_3,edge,[],3,29.623682,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_2->agent_2_round_3,edge,all_gather_r3,[],debate_round,0.0,29.623804,False,0,debate,agent_2_round_2->agent_2_round_3,edge,[],3,29.623804,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_2->agent_3_round_3,edge,all_gather_r3,[],debate_round,0.0,29.624089,False,0,debate,agent_2_round_2->agent_3_round_3,edge,[],3,29.624089,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_2->agent_1_round_3,edge,all_gather_r3,[],debate_round,0.0,29.624477,False,0,debate,agent_4_round_2->agent_1_round_3,edge,[],3,29.624477,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
