actual_cached_blocks,actual_new_blocks,actual_prefix_cache_hit_rate,actual_prefix_cache_hit_tokens,cache_eviction_count,dynamic_context_new_tokens,input_tokens,inter_workflow_prefix_match_tokens,intra_workflow_prefix_match_tokens,motif_type,node_id,potential_prefix_match_tokens,potential_prefix_reuse_rate,potential_prefix_source,private_context_reuse_tokens,request_id,shared_context_reuse_tokens,workflow_name,workflow_run_id
unavailable,unavailable,unavailable,unavailable,unavailable,303,1235,0,932,hybrid_manager_peer,hybrid_agent_issue_triage_mr1,932,0.7546558704453441,segment_token_proxy,0,9ad341d1-bd4f-4b6d-b993-f4e987d8361f,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,213,856,0,643,hybrid_manager_peer,hybrid_agent_test_reasoning_mr1_pr1,643,0.7511682242990654,segment_token_proxy,0,a446ef03-76ef-4739-81ba-e8ab24905448,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,292,1174,0,882,hybrid_manager_peer,hybrid_agent_repo_search_mr1_pr1,882,0.7512776831345827,segment_token_proxy,0,f64092ab-9372-4973-8691-b59bcaede6b6,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,213,856,0,643,hybrid_manager_peer,hybrid_agent_patch_planning_mr1_pr1,643,0.7511682242990654,segment_token_proxy,0,5031ecbe-e369-42c6-9dc4-7993bd1ec3f1,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,213,857,0,644,hybrid_manager_peer,hybrid_agent_issue_triage_mr1_pr1,644,0.751458576429405,segment_token_proxy,0,b22d55fe-c50d-4808-856b-5639dda19329,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,292,1173,0,881,hybrid_manager_peer,hybrid_agent_patch_planning_mr1_pr2,881,0.7510656436487638,segment_token_proxy,0,95cc73b1-b960-47bf-b818-e34bc41bd78d,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,294,1177,0,883,hybrid_manager_peer,hybrid_agent_test_reasoning_mr1_pr2,883,0.7502124044180118,segment_token_proxy,0,edbec9a7-4a4c-4ca6-ba9e-d245cf0dd419,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,292,1172,0,880,hybrid_manager_peer,hybrid_agent_issue_triage_mr1_pr2,880,0.7508532423208191,segment_token_proxy,0,ce47fb86-28f3-4c9e-a08f-fb58af8c0c8a,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,292,1172,0,880,hybrid_manager_peer,hybrid_agent_repo_search_mr1_pr2,880,0.7508532423208191,segment_token_proxy,0,1fe47cc5-846b-41a8-a648-33bb2719b21a,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,2973,2973,0,0,hybrid_manager_peer,finalizer,0,0.0,none,0,00427e68-b6ce-453b-889f-fdb0a57c393a,0,hybrid,hybrid_20260603_152755_367539
unavailable,unavailable,unavailable,unavailable,unavailable,905,905,0,0,review_loop,generator,0,0.0,none,0,a1cf3e63-a87c-4dfc-ad0a-5d1a64feed9f,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,378,378,0,0,review_loop,verifier_r0,0,0.0,none,0,d4e85876-1acb-4b22-8b53-6426158a3b28,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,375,375,0,0,review_loop,debugger_r0,0,0.0,none,0,db8955da-e807-4e7c-acce-b794be70840b,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,190,752,0,562,review_loop,reviser_r1,562,0.7473404255319149,segment_token_proxy,0,2eb98e36-7d52-4790-94b9-ff0ec3703b74,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,93,378,0,285,review_loop,verifier_r1,285,0.753968253968254,segment_token_proxy,0,7d2a1e3e-9974-435a-a1dc-4978f7933175,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,92,374,0,282,review_loop,debugger_r1,282,0.7540106951871658,segment_token_proxy,0,7757da0c-5402-4254-941b-df7ad244db37,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,186,751,0,565,review_loop,reviser_r2,565,0.7523302263648469,segment_token_proxy,0,d6fd6f5a-ca18-445e-9bb0-a752eef8db16,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,94,379,0,285,review_loop,verifier_r2,285,0.7519788918205804,segment_token_proxy,0,5ee2835f-e52c-49c9-bed8-d69f7a4caaea,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,96,379,0,283,review_loop,debugger_r2,283,0.7467018469656992,segment_token_proxy,0,609f0797-8b94-4a6b-b055-37be3f7dbf72,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,187,752,0,565,review_loop,reviser_r3,565,0.7513297872340425,segment_token_proxy,0,29e35668-b51a-4bd2-a2c9-2d1b6104ef1b,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,745,745,0,0,review_loop,finalizer,0,0.0,none,0,c2dbcd32-a8b2-4e72-9368-d03787df3039,0,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035
unavailable,unavailable,unavailable,unavailable,unavailable,676,676,0,0,independent_multi_branch,writer_2,0,0.0,none,669,19010f6b-b80c-4b21-b6ff-b38b2d4dc5df,0,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,5191,5699,0,508,independent_multi_branch,writer_1,508,0.08913844534128794,segment_token_proxy,5692,2104ad36-827e-43d8-84e8-a41bcefd6307,0,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,738,738,0,0,independent_multi_branch,reader_4,0,0.0,none,5,8e33c63b-cdc6-48d6-833e-49fdbc4adbb3,730,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,0,738,0,738,independent_multi_branch,reader_2,738,1.0,exact_prompt_hash,5,6724c8ac-8208-4e6c-b48b-9881f48b5786,730,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,0,738,0,738,independent_multi_branch,reader_1,738,1.0,exact_prompt_hash,5,d24a5cf4-e03e-432d-8c87-aca03e6b1697,730,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,0,738,0,738,independent_multi_branch,reader_3,738,1.0,exact_prompt_hash,5,1f6abc24-8193-43b2-8ddb-d30528832713,730,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,1496,1496,0,0,independent_multi_branch,memory_reviewer,0,0.0,none,0,b12cd0c1-ef8a-4dca-872a-829843dee944,0,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
unavailable,unavailable,unavailable,unavailable,unavailable,379,379,0,0,independent_multi_branch,finalizer,0,0.0,none,0,5f53ad2a-2971-498e-806e-3d7dfb17c073,0,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083
