absolute_end_time,absolute_start_time,agent_id,end_time,input_size_chars,input_size_tokens,latency,motif_type,node_id,output_size_chars,output_size_tokens,retry_count,start_time,status,tool_call_id,tool_name,workflow_name,workflow_run_id,written_to_shared_context
1780471711.9261358,1780471709.4402707,hybrid_agent_issue_triage_mr1_search,36.56141,,,2.4858652111142874,hybrid_manager_peer,hybrid_agent_issue_triage_mr1_search,,,0,34.075545000000005,success,2fa725c4-44ef-43a4-9811-8331f42e2d21,search,hybrid,hybrid_20260603_152755_367539,False
1780471309.0732613,1780471306.2257214,retry_web_context_search,2.920917,,,2.847539796959609,review_loop,retry_web_context_search,,,0,0.07337700000000025,success,7f6ed953-2bae-494f-947b-fd6be3d9e483,search,retry_debug_pressure_meso,retry_debug_pressure_meso_20260603_152146_223035,False
1780471555.7341344,1780471552.9947555,writer_2_search,2.789565,,,2.7393789580091834,independent_multi_branch,writer_2_search,,,0,0.050186000000000064,success,94c67b1d-4fa8-4adb-881a-739be0ad9f06,search,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083,False
1780471556.6029077,1780471552.9934356,writer_1_search,3.622511,,,3.6094719259999692,independent_multi_branch,writer_1_search,,,0,0.013039000000000023,success,d3a57c95-3f9d-41e7-ab9e-5cdea2fdd331,search,shared_memory_fanin_meso,shared_memory_fanin_meso_20260603_152552_989083,False
1780475830.1708264,1780475828.9960635,tool_branch_4_search,17.606002,,,1.1747629740275443,composite_tool_resume,tool_branch_4_search,,,0,16.431239,success,eabaaf29-b0f9-45d7-91be-c7dffdb1b85e,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475830.2137022,1780475829.0037246,tool_branch_1_search,17.645319,,,1.209977637976408,composite_tool_resume,tool_branch_1_search,,,0,16.435341,success,f92196f9-8a94-4cd0-b697-60677196e63d,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475830.2161112,1780475829.0027845,tool_branch_3_search,17.648486,,,1.2133265789598227,composite_tool_resume,tool_branch_3_search,,,0,16.435159,success,d9cdbdce-64a4-432d-b313-87e6af66e948,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475830.2255898,1780475829.0010953,tool_branch_2_search,17.657018,,,1.2244945678394288,composite_tool_resume,tool_branch_2_search,,,0,16.432523,success,c0e791f9-d23c-4152-950f-0f0e2ea14c7e,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475831.235851,1780475828.9935122,tool_branch_6_search,18.666088,,,2.2423387970775366,composite_tool_resume,tool_branch_6_search,,,0,16.423748999999997,success,6e95a767-bea1-4aae-ad52-71609c7dfe7f,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475831.4447799,1780475829.0045195,tool_branch_5_search,18.876232,,,2.4402603870257735,composite_tool_resume,tool_branch_5_search,,,0,16.435972000000003,success,ca08d7b1-1c54-49bc-8084-5cfe058d5664,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475831.6039765,1780475828.99456,tool_branch_7_search,19.034607,,,2.609416551887989,composite_tool_resume,tool_branch_7_search,,,0,16.42519,success,8d754474-aa00-40f9-ad5d-b93d2bd0aa67,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475831.6099129,1780475828.9933145,tool_branch_8_search,19.041867,,,2.6165982829406857,composite_tool_resume,tool_branch_8_search,,,0,16.425269,success,abde3ec9-ba2f-4085-a318-a14cabc77618,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098,False
1780475996.6160316,1780475995.4313743,tool_branch_7_search,17.716946,,,1.1846573811490089,composite_tool_resume,tool_branch_7_search,,,0,16.532289,success,f6a77eda-5b9d-4a9e-a728-5214fcf3218b,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6205542,1780475995.438757,tool_branch_6_search,17.721546,,,1.1817973081488162,composite_tool_resume,tool_branch_6_search,,,0,16.539749,success,1e034114-2213-49eb-beed-a8293f4b5746,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6252084,1780475995.4432862,tool_branch_1_search,17.725767,,,1.1819223030470312,composite_tool_resume,tool_branch_1_search,,,0,16.543845,success,27b4b2e5-8b50-41c4-b360-2ac0174a539b,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6570127,1780475995.4590907,tool_branch_8_search,17.758179,,,1.197921944083646,composite_tool_resume,tool_branch_8_search,,,0,16.560257,success,00936d4f-54c3-4db7-8185-644269e57323,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6754553,1780475995.4575894,tool_branch_5_search,17.776997,,,1.217866055900231,composite_tool_resume,tool_branch_5_search,,,0,16.559131,success,c2975eb4-95d9-4e70-bc39-97126c8ea18e,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6801424,1780475995.4304106,tool_branch_2_search,17.782027,,,1.2497318310197443,composite_tool_resume,tool_branch_2_search,,,0,16.532294999999998,success,700317a1-14b5-497f-8549-422ba0811adc,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.6938956,1780475995.458239,tool_branch_3_search,17.793965,,,1.235656393924728,composite_tool_resume,tool_branch_3_search,,,0,16.558309,success,fccf1dbb-dbd0-41df-a67b-4e036b1ac799,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780475996.915126,1780475995.4290092,tool_branch_4_search,18.015249,,,1.486116903834045,composite_tool_resume,tool_branch_4_search,,,0,16.529132,success,48e609e9-52f4-47df-9887-2e0b5a604d2f,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759,False
1780471536.5026948,1780471534.4241052,tool_branch_1_search,13.999148,,,2.0785897080786526,composite_tool_resume,tool_branch_1_search,,,0,11.920558,success,c725769e-7af4-47ee-b66c-f8d90f56d207,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846,False
1780471536.7337034,1780471534.50066,tool_branch_4_search,14.227604,,,2.233043530024588,composite_tool_resume,tool_branch_4_search,,,0,11.99456,success,ff8e3546-ded0-44f5-aa8c-b1eb113e0753,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846,False
1780471536.7721374,1780471534.4997306,tool_branch_3_search,14.266612,,,2.2724068828392774,composite_tool_resume,tool_branch_3_search,,,0,11.994205000000001,success,ee0d96fb-6d9b-478b-bbfb-a6419199f402,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846,False
1780471536.7955167,1780471534.4803615,tool_branch_2_search,14.291003,,,2.3151551738847047,composite_tool_resume,tool_branch_2_search,,,0,11.975848,success,99c16c6c-1647-4f97-91ab-1f2e854ae147,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846,False
1780475790.147358,1780475788.0845633,tool_branch_2_search,17.948308,,,2.0627947149332613,composite_tool_resume,tool_branch_2_search,,,0,15.885513000000001,success,0ba1dc49-ef6b-4515-9eac-cc0b1c3d3560,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397,False
1780475790.5235991,1780475788.1167123,tool_branch_1_search,18.323208,,,2.4068867040332407,composite_tool_resume,tool_branch_1_search,,,0,15.916321,success,96ada2b5-29fc-491e-a67d-1158eeb9f48a,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397,False
1780475790.7217336,1780475788.0684774,tool_branch_3_search,18.520969,,,2.6532561120111495,composite_tool_resume,tool_branch_3_search,,,0,15.867713000000002,success,372929df-ff9d-4772-a697-f18db0ca1804,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397,False
1780475790.7323978,1780475788.0310373,tool_branch_4_search,18.531606,,,2.7013605111278594,composite_tool_resume,tool_branch_4_search,,,0,15.830245,success,df84faeb-aeb0-4348-9f88-e8540bf9eb85,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397,False
1780475913.2692385,1780475912.3555672,tool_branch_1_search,16.859935,,,0.9136711989995092,composite_tool_resume,tool_branch_1_search,,,0,15.946264,success,2a3bc980-1eba-4f6b-9a7e-970e99b1b561,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182,False
1780475913.4647748,1780475912.3555937,tool_branch_3_search,17.052222,,,1.1091811670921743,composite_tool_resume,tool_branch_3_search,,,0,15.943041000000001,success,0f239fd9-e089-4694-9c52-36166dc864f2,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182,False
1780475913.4724052,1780475912.355561,tool_branch_2_search,17.059449,,,1.116844201926142,composite_tool_resume,tool_branch_2_search,,,0,15.942605,success,6ba5a43d-d44f-43ed-a4ff-6e144ab4c3f9,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182,False
1780475913.7003596,1780475912.356216,tool_branch_4_search,17.286066,,,1.3441436169669032,composite_tool_resume,tool_branch_4_search,,,0,15.941922000000002,success,f29d49f7-a009-4a8b-b0bc-849346756596,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182,False
1780475954.4694166,1780475953.4038038,tool_branch_5_search,17.542447,,,1.0656126821413636,composite_tool_resume,tool_branch_5_search,,,0,16.476834,success,9f8845b4-8ba0-45cb-b12d-47a490948d65,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.4763927,1780475953.4029174,tool_branch_2_search,17.549353,,,1.0734754281584173,composite_tool_resume,tool_branch_2_search,,,0,16.475878,success,a77217a9-09e9-41b2-aac3-073e8e3efa53,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.580864,1780475953.4349837,tool_branch_4_search,17.65283,,,1.1458803389687091,composite_tool_resume,tool_branch_4_search,,,0,16.506950000000003,success,8fe6eda1-690c-478c-b176-0cc948c63eab,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.5841563,1780475953.435905,tool_branch_6_search,17.655709,,,1.1482514080125839,composite_tool_resume,tool_branch_6_search,,,0,16.507458000000003,success,3de2f828-5cfe-4c41-8a62-a8b8cc1aae10,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.5846586,1780475953.4345071,tool_branch_7_search,17.656186,,,1.1501515749841928,composite_tool_resume,tool_branch_7_search,,,0,16.506034000000003,success,2e2b0416-3bfb-456f-9f38-8471612064a1,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.5921266,1780475953.416124,tool_branch_1_search,17.66484,,,1.1760025850962847,composite_tool_resume,tool_branch_1_search,,,0,16.488837,success,a52bc868-746f-43f1-9ed9-20c792ffefdc,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.596359,1780475953.4076428,tool_branch_8_search,17.66925,,,1.1887162120547146,composite_tool_resume,tool_branch_8_search,,,0,16.480534000000002,success,47d68145-35c9-41d2-8b3e-98ac97d8de80,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475954.5972188,1780475953.4353673,tool_branch_3_search,17.669819,,,1.1618515148293227,composite_tool_resume,tool_branch_3_search,,,0,16.507967,success,f07bbf29-ef65-4297-a819-e4b31c089d2a,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471,False
1780475871.94152,1780475871.0054479,tool_branch_2_search,17.396088,,,0.9360721341799945,composite_tool_resume,tool_branch_2_search,,,0,16.460016,success,96a236b7-4ec7-46db-bfe4-992efceaed5b,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475871.9458618,1780475870.9920344,tool_branch_8_search,17.396669,,,0.9538273848593235,composite_tool_resume,tool_branch_8_search,,,0,16.442842,success,dedb1da4-a5f8-4855-95bb-64eacdabbb7d,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.082953,1780475871.047846,tool_branch_6_search,17.531236,,,1.0351068701129407,composite_tool_resume,tool_branch_6_search,,,0,16.496129,success,ffae8c90-b2a0-40fe-8f26-e724b11e8aae,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.0922525,1780475871.0329194,tool_branch_4_search,17.540356,,,1.0593330601695925,composite_tool_resume,tool_branch_4_search,,,0,16.481023,success,9c2900f2-b0aa-4d54-87ba-17b98b06a655,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.095231,1780475871.0156903,tool_branch_7_search,17.54316,,,1.0795407660771161,composite_tool_resume,tool_branch_7_search,,,0,16.463619,success,11b9d49a-67b0-4f71-9145-ab751d2b0a98,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.1010242,1780475871.0333333,tool_branch_3_search,17.5495,,,1.0676909431349486,composite_tool_resume,tool_branch_3_search,,,0,16.481809,success,ae6bde94-f2d4-4988-a025-ffba619636cb,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.1132913,1780475871.0491872,tool_branch_1_search,17.562083,,,1.0641040669288486,composite_tool_resume,tool_branch_1_search,,,0,16.497979,success,a96fc6e6-f89b-4547-931f-2ba6cb063891,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780475872.2767417,1780475871.0029383,tool_branch_5_search,17.725239,,,1.2738035360816866,composite_tool_resume,tool_branch_5_search,,,0,16.451435,success,438df6a7-eaf9-4984-9757-a1de0c74b4b4,search,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163734_553272,False
1780471287.9228697,1780471285.1330926,tool_repo_search,2.825432,,,2.7897769219707698,manager_worker,tool_repo_search,,,0,0.035655000000000214,success,3e658339-e769-4a4e-ad65-4cb8750cad72,search,tool_specialist_team,tool_specialist_team_20260603_152125_128117,False
1780471287.998949,1780471285.1346188,tool_test_search,2.872093,,,2.8643303089775145,manager_worker,tool_test_search,,,0,0.007763000000000186,success,266ac875-2f68-42ee-808f-5256e8bb3b26,search,tool_specialist_team,tool_specialist_team_20260603_152125_128117,False
1780471288.1451368,1780471285.1307707,tool_search_search,3.018408,,,3.0143662649206817,manager_worker,tool_search_search,,,0,0.004042000000000101,success,dd0a6e9f-8e49-40d5-b9ce-60b4624e44a0,search,tool_specialist_team,tool_specialist_team_20260603_152125_128117,False
1780471288.3172047,1780471285.1338437,tool_doc_search,3.191636,,,3.183361076982692,manager_worker,tool_doc_search,,,0,0.00827499999999981,success,b64fe2cc-8064-4dfc-8914-d1d65064aedf,search,tool_specialist_team,tool_specialist_team_20260603_152125_128117,False
