hardware,workload,run_id,request_ordinal,node_id,input_tokens,output_tokens,ttft_ms,tpot_ms,request_latency_sec
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,8,agent_4_round_1,4161,352,778.9244651794434,25.503095398601303,9.730511962028686
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,9,agent_1_round_2,4011,208,261.5351676940918,25.888037566401533,5.6203599339933135
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,10,agent_2_round_2,4012,256,334.0952396392822,25.730691236608166,6.895423001027666
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,11,agent_4_round_2,4014,352,333.712100982666,25.538187760573166,9.297617307980545
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,12,agent_3_round_2,4011,304,332.66162872314453,25.661710858738463,8.108161275042221
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,13,consensus_reviewer,3984,224,617.0980930328369,24.634531260605886,6.110599775973242
A6000,debate_allgather_pressure_meso,r1_20260817_195543_30088,14,finalizer,339,101,79.02956008911133,23.821966648101807,2.4612280320143327
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,1,opinion_1,108,224,46.33641242980957,23.83925455033512,5.362491464999039
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,2,opinion_2,109,288,69.83160972595215,23.833162693196474,6.909950666013174
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,3,opinion_3,108,352,73.74215126037598,23.817906692157106,8.433828683046158
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,4,opinion_4,111,416,44.473886489868164,23.833887261080452,9.935538355028257
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,5,agent_1_round_1,4155,208,589.1938209533691,25.87077122379616,5.944444698980078
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,6,agent_2_round_1,4156,256,661.461591720581,25.746423122929592,7.226800656004343
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,7,agent_4_round_1,4158,352,662.6396179199219,25.574255533028193,9.639204335981049
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,8,agent_3_round_1,4155,304,663.5463237762451,25.694326205615557,8.448928736965172
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,9,agent_1_round_2,4006,208,389.9240493774414,25.80626690445315,5.731822459027171
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,10,agent_2_round_2,4007,256,388.7321949005127,25.77486692690382,6.96132432698505
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,11,agent_3_round_2,4006,304,388.05270195007324,25.703872391099583,8.176327547000255
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,12,agent_4_round_2,4009,352,386.4896297454834,25.579518402403913,9.364901973982342
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,13,consensus_reviewer,3980,224,534.0650081634521,24.698841197608296,6.041908079001587
A6000,debate_allgather_pressure_meso,r2_20260817_200009_12819,14,finalizer,338,112,79.0719985961914,23.8780824987738,2.7295409129583277
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,1,group_1_agent_1,102,240,80.19304275512695,23.82256096875817,5.773785919009242
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,2,group_1_agent_2,102,304,55.597543716430664,23.848066235532855,7.28156258398667
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,3,group_2_agent_1,101,304,53.771018981933594,23.84548297416259,7.2789535690099
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,4,group_2_agent_2,101,368,82.76653289794922,23.834958063484216,8.830196961003821
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,5,group_1_synth,2930,224,489.2268180847168,25.32359730502415,6.136389571998734
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,6,group_2_synth,3058,224,619.4665431976318,24.841269035510418,6.1590704650152475
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,7,cross_group_reviewer,562,224,110.83149909973145,23.91205347172348,5.443220247980207
A6000,hierarchical_synthesis_pressure_meso,r1_20260817_195828_19241,8,global_synthesizer,339,87,77.95190811157227,23.871954097304236,2.1309423120110296
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,1,group_1_agent_1,102,240,71.54226303100586,23.829096031987017,5.766697368002497
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,2,group_1_agent_2,102,304,49.02315139770508,23.842145900915163,7.273195159970783
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,3,group_2_agent_1,101,304,47.32370376586914,23.844924303564696,7.272337162983604
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,4,group_2_agent_2,101,368,70.4183578491211,23.840622940895017,8.819927863019984
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,5,group_1_synth,2929,224,536.3380908966064,24.839682429360703,6.075588367995806
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,6,group_2_synth,3056,224,535.2094173431396,24.83834172578136,6.074160773016047
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,7,cross_group_reviewer,561,224,96.52924537658691,23.920681444518767,5.430842183995992
A6000,hierarchical_synthesis_pressure_meso,r2_20260817_200241_27426,8,global_synthesizer,339,94,78.65405082702637,23.868786391391552,2.298453087976668
A6000,independent_fanin,r1_20260817_213912_16348,1,independent_specialist_1,2321,168,386.7976665496826,24.814482934460667,4.530817389022559
A6000,independent_fanin,r1_20260817_213912_16348,2,independent_specialist_2,2320,192,387.0370388031006,24.814708070605214,5.126647729019169
A6000,independent_fanin,r1_20260817_213912_16348,3,independent_specialist_3,2321,216,385.7758045196533,24.778531318487122,5.713160963030532
A6000,independent_fanin,r1_20260817_213912_16348,4,independent_specialist_4,2319,240,348.11949729919434,24.80420507646505,6.2763250709977
A6000,independent_fanin,r1_20260817_213912_16348,5,fanin_synthesizer,960,224,170.44854164123535,23.94783229571287,5.510816731955856
A6000,independent_fanin,r1_20260817_213912_16348,6,fanin_finalizer,329,102,76.34544372558594,23.827661382089747,2.482941289024893
A6000,independent_fanin,r2_20260817_214450_13978,1,independent_specialist_1,2316,168,373.8446235656738,24.818153438453905,4.518477406993043
A6000,independent_fanin,r2_20260817_214450_13978,2,independent_specialist_2,2315,192,369.93980407714844,24.820451337005455,5.11064794100821
A6000,independent_fanin,r2_20260817_214450_13978,3,independent_specialist_3,2316,216,371.2465763092041,24.785449892975564,5.700119755987544
A6000,independent_fanin,r2_20260817_214450_13978,4,independent_specialist_4,2314,240,369.6565628051758,24.74045454208821,6.282626510015689
A6000,independent_fanin,r2_20260817_214450_13978,5,fanin_synthesizer,960,224,154.36530113220215,23.977018792533016,5.501242255966645
A6000,independent_fanin,r2_20260817_214450_13978,6,fanin_finalizer,329,110,65.27328491210938,23.85356010646995,2.6653135060332716
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,1,issue_manager_plan,110,224,42.68956184387207,23.843537531626065,5.35979983600555
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,2,issue_evidence_1,3607,224,615.8921718597412,25.359026519706966,6.270956024993211
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,3,issue_evidence_2,3607,224,577.3434638977051,25.425104816932848,6.247142842039466
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,4,issue_evidence_3,3605,224,617.1619892120361,25.35563627166064,6.271469813014846
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,5,issue_evidence_synthesis,816,256,151.86309814453125,23.96407688365263,6.262704093998764
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,6,issue_diagnosis_1,370,208,89.47300910949707,23.970230765964672,5.05131181597244
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,7,issue_diagnosis_2,369,208,119.61770057678223,23.933881722786577,5.073932388972025
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,8,issue_diagnosis_3,369,208,119.10796165466309,23.934845763128163,5.073621838004328
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,9,issue_diagnosis_consensus,761,224,139.44363594055176,23.952485200000986,5.480849268031307
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,10,issue_patch_candidate_1,611,240,122.73144721984863,23.90535406487756,5.836112128046807
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,11,issue_patch_candidate_2,611,240,121.89650535583496,23.90696613359651,5.835662321012933
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,12,issue_patch_selector,605,240,113.45458030700684,23.92633988767488,5.83185128797777
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,13,issue_test_reviewer,622,208,113.10124397277832,23.926906539622138,5.06597212102497
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,14,issue_debugger,842,224,149.60765838623047,23.973996329200645,5.495810060005169
A6000,issue_to_patch_workflow,r1_20260817_214200_29000,15,issue_final_report,875,117,151.54337882995605,23.969775643841974,2.9320391510264017
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,1,issue_manager_plan,110,224,77.96740531921387,23.831352524693237,5.392360152036417
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,2,issue_evidence_1,3606,224,550.8627891540527,25.380176279042335,6.210642671037931
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,3,issue_evidence_2,3606,224,588.7365341186523,25.311307522213514,6.233159096969757
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,4,issue_evidence_3,3604,224,589.1966819763184,25.310739808018432,6.233492951025255
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,5,issue_evidence_synthesis,815,256,138.63825798034668,23.93642032847685,6.242427010030951
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,6,issue_diagnosis_1,370,208,92.11063385009766,23.93412129314625,5.046474885020871
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,7,issue_diagnosis_2,369,208,91.35818481445312,23.935779857174786,5.046065699018072
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,8,issue_diagnosis_3,369,208,118.08586120605469,23.910042168437574,5.067465381987859
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,9,issue_diagnosis_consensus,762,224,140.07306098937988,23.931193244831444,5.476731211994775
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,10,issue_patch_candidate_1,611,240,147.10545539855957,23.886545931445006,5.855990968004335
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,11,issue_patch_candidate_2,611,240,119.69304084777832,23.906614989915152,5.83337487798417
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,12,issue_patch_selector,605,240,101.44996643066406,23.90871786173417,5.815634958038572
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,13,issue_test_reviewer,622,208,112.61725425720215,23.921310037806414,5.064329780987464
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,14,issue_debugger,842,224,143.13054084777832,23.966221531410387,5.487599582993425
A6000,issue_to_patch_workflow,r2_20260817_214946_4028,15,issue_final_report,875,123,149.9192714691162,23.963607725549917,3.073481052007992
A6000,retry_debug_loop,r1_20260817_214050_20874,1,initial_attempt,1963,224,319.1521167755127,24.22353184276632,5.72100112301996
A6000,retry_debug_loop,r1_20260817_214050_20874,2,review_round_1,2192,176,340.2121067047119,24.27013397216797,4.587486920005176
A6000,retry_debug_loop,r1_20260817_214050_20874,3,debug_round_1,2385,208,370.5320358276367,24.339609100046943,5.408832786954008
A6000,retry_debug_loop,r1_20260817_214050_20874,4,review_round_2,2177,176,86.80105209350586,24.27354403904506,4.334672515979037
A6000,retry_debug_loop,r1_20260817_214050_20874,5,debug_round_2,2370,208,118.1175708770752,24.345452082905794,5.157627499022055
A6000,retry_debug_loop,r1_20260817_214050_20874,6,retry_finalizer,2185,127,341.2034511566162,24.263425478859553,3.3983971740235575
A6000,retry_debug_loop,r2_20260817_214640_28458,1,initial_attempt,1966,224,237.2574806213379,24.22782444633176,5.640063567028847
A6000,retry_debug_loop,r2_20260817_214640_28458,2,review_round_1,2195,176,264.57762718200684,24.275098528180802,4.512721427017823
A6000,retry_debug_loop,r2_20260817_214640_28458,3,debug_round_1,2388,208,296.5893745422363,24.351709706771775,5.3373947470099665
A6000,retry_debug_loop,r2_20260817_214640_28458,4,review_round_2,2181,176,84.71441268920898,24.278715678623744,4.333491000987124
A6000,retry_debug_loop,r2_20260817_214640_28458,5,debug_round_2,2374,208,115.59820175170898,24.349121655818923,5.1558677310240455
A6000,retry_debug_loop,r2_20260817_214640_28458,6,retry_finalizer,2188,117,264.8477554321289,24.26226591241771,3.079272570030298
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,1,writer_1_private_draft,111,256,72.16072082519531,23.668712728163772,6.107683117967099
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,2,writer_2_private_draft,110,352,46.262264251708984,23.72253178870916,8.372871960978955
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,3,writer_1,2602,320,510.1299285888672,24.652145499346023,8.374165521992836
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,4,writer_2,2697,416,508.7900161743164,24.631149797554475,10.730718051025178
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,5,reader_1,853,144,183.84242057800293,24.248666696615153,3.6514028210076503
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,6,reader_2,854,176,181.03575706481934,24.236239024571013,4.4223785329959355
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,7,reader_3,855,208,213.05441856384277,24.15551540356327,5.213247178995516
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,8,reader_4,853,240,212.17036247253418,24.13217392925438,5.979761058988515
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,9,memory_reviewer,898,224,150.55418014526367,23.968513771022916,5.495533864013851
A6000,shared_memory_fanin_meso,r1_20260817_195706_24860,10,finalizer,340,104,79.61320877075195,23.858649059406762,2.537055993976537
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,1,writer_1_private_draft,111,256,40.0242805480957,23.703253502939262,6.084355041035451
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,2,writer_2_private_draft,110,352,63.89617919921875,23.745967452003068,8.398731688968837
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,3,writer_1,2606,320,497.6496696472168,24.686542797985496,8.372657797997817
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,4,writer_2,2701,416,496.02341651916504,24.66470189841397,10.731875788012985
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,5,reader_1,854,144,170.4690456390381,24.24630418524042,3.6376916940207593
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,6,reader_2,855,176,193.76254081726074,24.222942079816548,4.432778241985943
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,7,reader_3,856,208,168.2450771331787,24.203960446343906,5.178465990000404
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,8,reader_4,854,240,167.55199432373047,24.176758203546374,5.945798177970573
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,9,memory_reviewer,899,224,149.87540245056152,23.9883078587964,5.499269534018822
A6000,shared_memory_fanin_meso,r2_20260817_200134_25160,10,finalizer,340,81,75.1352310180664,23.876136541366577,1.9852279140031897
A6000,single_agent_control,r1_20260817_213832_32160,1,linear_analyst,2375,224,343.7211513519287,24.335525495589046,5.7705447509652
A6000,single_agent_control,r1_20260817_213832_32160,2,linear_finalizer,325,107,66.00618362426758,23.830272116751043,2.5920172440237366
A6000,single_agent_control,r2_20260817_214416_9143,1,linear_analyst,2375,224,319.6730613708496,24.334338748401592,5.746231932018418
A6000,single_agent_control,r2_20260817_214416_9143,2,linear_finalizer,325,113,66.84136390686035,23.84954265185765,2.7379919230006635
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,1,manager_plan,90,224,76.48992538452148,15.151024933887705,3.4551713401451707
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,2,manager_worker_1,2213,200,288.1309986114502,17.39918646500937,3.7505720499902964
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,3,manager_worker_2,2213,224,271.7738151550293,17.28783273910728,4.1269615101628006
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,4,manager_worker_3,2212,248,285.90989112854004,17.150226392244036,4.522016760194674
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,5,manager_collect,1016,224,129.0900707244873,15.614846362126782,3.611202450003475
Ascend 910,centralized_manager_worker,ascend_r1_20260824_073407_7455,6,manager_finalizer,321,107,68.08209419250488,15.107930831189424,1.669523400021717
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,1,manager_plan,90,224,66.5440559387207,15.136608628414137,3.4420110101345927
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,2,manager_worker_1,2213,200,149.4140625,17.333935253584205,3.5988694501575083
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,3,manager_worker_2,2213,224,148.12588691711426,17.240874970440373,3.9928430400323123
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,4,manager_worker_3,2212,248,135.2224349975586,17.096181630123002,4.357982259942219
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,5,manager_collect,1016,224,90.40403366088867,15.64485182142044,3.579206450143829
Ascend 910,centralized_manager_worker,ascend_r2_20260824_073800_14040,6,manager_finalizer,321,110,64.77046012878418,15.16045780356871,1.7172610701527447
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,1,opinion_1,108,224,110.2454662322998,15.846107038147247,3.643929050071165
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,2,opinion_2,109,288,111.4358901977539,15.881703705737817,4.669486119877547
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,3,opinion_3,108,352,93.93167495727539,15.838282740014233,5.653170550009236
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,4,opinion_4,111,416,110.61406135559082,15.760405092354283,6.651182960020378
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,5,agent_1_round_1,4142,208,551.4991283416748,18.494536911231883,4.379870910197496
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,6,agent_2_round_1,4143,256,554.4936656951904,18.4963768603755,5.27107072994113
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,7,agent_3_round_1,4142,304,543.5893535614014,18.29118225047297,6.0858204499818385
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,8,agent_4_round_1,4145,352,555.305004119873,18.034662616218938,6.885472760070115
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,9,agent_1_round_2,3994,208,328.94182205200195,18.386070279107578,4.1348591898567975
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,10,agent_2_round_2,3995,256,339.78271484375,18.44190429238712,5.042469129897654
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,11,agent_3_round_2,3994,304,337.3856544494629,18.258280486556956,5.869645499857143
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,12,agent_4_round_2,3997,352,338.11140060424805,17.982882312220386,6.65010410011746
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,13,consensus_reviewer,3968,224,1848.834753036499,16.360042341086896,5.4971274100244045
Ascend 910,debate_allgather_pressure_meso,ascend_r1_20260824_073431_17302,14,finalizer,335,114,80.96647262573242,15.190561260797281,1.7975003700703382
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,1,opinion_1,108,224,115.10920524597168,15.86974575915144,3.6540652001276612
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,2,opinion_2,109,288,100.41666030883789,15.87732743718483,4.657210589852184
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,3,opinion_3,108,352,117.03610420227051,15.816322419038864,5.668566480046138
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,4,opinion_4,111,416,116.3179874420166,15.75862068727792,6.656145910033956
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,5,agent_1_round_1,4143,208,233.84952545166016,18.39237512597715,4.041075310204178
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,6,agent_2_round_1,4144,256,231.17804527282715,18.437875485887716,4.932838869979605
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,7,agent_3_round_1,4143,304,236.098051071167,18.26013747614996,5.7689203100744635
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,8,agent_4_round_1,4146,352,221.36473655700684,17.96645520419477,6.5275920601561666
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,9,agent_1_round_2,3994,208,313.16208839416504,18.37719926511608,4.117242810083553
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,10,agent_4_round_2,3997,352,307.80768394470215,17.944363107708444,6.606280310079455
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,11,agent_3_round_2,3994,304,321.3372230529785,18.23956266094749,5.847925540059805
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,12,agent_2_round_2,3995,256,317.5015449523926,18.40351235632803,5.01039793016389
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,13,consensus_reviewer,3968,224,179.75711822509766,16.3395009233278,3.8234661598689854
Ascend 910,debate_allgather_pressure_meso,ascend_r2_20260824_073824_13077,14,finalizer,335,104,79.85782623291016,15.16906729022276,1.642272650031373
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,1,group_1_agent_1,102,240,110.20851135253906,15.864867046787152,3.9019130100496113
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,2,group_1_agent_2,102,304,110.48579216003418,15.921661956082081,4.934750679880381
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,3,group_2_agent_1,101,304,111.67311668395996,15.922887883957463,4.9363087099045515
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,4,group_2_agent_2,101,368,95.5042839050293,15.79854533847736,5.893571010092273
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,5,group_1_synth,2922,224,378.33476066589355,16.62491682933585,4.085691960062832
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,6,group_2_synth,3049,224,367.0222759246826,16.63387837431356,4.076378080062568
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,7,cross_group_reviewer,554,224,94.11978721618652,15.289628452249707,3.5037075500003994
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r1_20260824_073611_29023,8,global_synthesizer,335,78,76.19929313659668,15.150735904644062,1.2428081599064171
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,1,group_1_agent_1,102,240,110.63385009765625,15.82933868823191,3.893847530009225
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,2,group_1_agent_2,102,304,109.78221893310547,15.843485054796679,4.910360870184377
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,3,group_2_agent_1,101,304,111.65165901184082,15.844979301931048,4.912682760041207
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,4,group_2_agent_2,101,368,95.53694725036621,15.736637063507162,5.870883280178532
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,5,group_1_synth,2922,224,197.89671897888184,16.89248127787637,3.9649227501358837
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,6,group_2_synth,3049,224,205.63817024230957,16.885330858786546,3.97106943000108
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,7,cross_group_reviewer,554,224,93.81890296936035,15.354853574470555,3.517954040085897
Ascend 910,hierarchical_synthesis_pressure_meso,ascend_r2_20260824_074002_26174,8,global_synthesizer,335,79,87.86630630493164,15.068968137105307,1.263246649876237
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,1,independent_specialist_1,2321,168,310.2114200592041,17.378775659435522,3.2124685801099986
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,2,independent_specialist_2,2320,192,308.08329582214355,17.440921973183517,3.6393003799021244
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,3,independent_specialist_3,2321,216,307.53064155578613,17.336172281309615,4.034808750031516
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,4,independent_specialist_4,2319,240,292.97399520874023,17.196391915676486,4.402912589954212
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,5,fanin_synthesizer,943,224,121.32477760314941,15.621179957026323,3.6048483001068234
Ascend 910,independent_fanin,ascend_r1_20260824_073345_22671,6,fanin_finalizer,324,110,80.29580116271973,15.194300117842648,1.7364754399750382
