submitted_ts,first_token_ts,completed_ts,prompt_tokens,output_tokens,ttft_ms,tpot_ms,latency_sec,phase,target_prompt_tokens,target_output_tokens,concurrency,repeat,request_index,cell_start_ts,cell_end_ts,cell_output_throughput_tok_s
1787559861.637225,1787559861.9845426,1787559864.1519551,512,128,347.3176956176758,17.066240310668945,2.514730215072632,decode,512,128,8,1,3,1787559861.6333284,1787559864.1525867,406.4688467884694
1787559861.6336966,1787559861.984877,1787559864.152514,512,128,351.1805534362793,17.06800686092827,2.51881742477417,decode,512,128,8,1,4,1787559861.6333284,1787559864.1525867,406.4688467884694
1787559861.6365535,1787559861.9846373,1787559864.1525867,512,128,348.0837345123291,17.070468016496793,2.516033172607422,decode,512,128,8,1,5,1787559861.6333284,1787559864.1525867,406.4688467884694
1787559861.6368601,1787559861.9862862,1787559864.1523674,512,128,349.4260311126709,17.055757402435063,2.515507221221924,decode,512,128,8,1,6,1787559861.6333284,1787559864.1525867,406.4688467884694
1787559861.6333284,1787559861.715918,1787559864.1391013,512,128,82.58962631225586,19.080182698767956,2.505772829055786,decode,512,128,8,1,7,1787559861.6333284,1787559864.1525867,406.4688467884694
1787559864.9226437,1787559865.1003916,1787559867.120355,2048,128,177.7479648590088,15.905222554845134,2.197711229324341,decode,2048,128,1,1,0,1787559864.9226437,1787559867.120355,58.24241069166854
1787559867.9087174,1787559868.08752,1787559870.3332918,2048,128,178.802490234375,17.683243188332384,2.424574375152588,decode,2048,128,2,1,0,1787559867.9085305,1787559870.3444731,105.09278616090462
1787559867.9085305,1787559868.2644858,1787559870.3444731,2048,128,355.9553623199463,16.37785265764852,2.4359426498413086,decode,2048,128,2,1,1,1787559867.9085305,1787559870.3444731,105.09278616090462
1787559871.1709692,1787559871.8276193,1787559874.0575244,2048,128,656.6500663757324,17.55830809825987,2.8865551948547363,decode,2048,128,4,1,0,1787559871.1706128,1787559874.0575824,177.3485962472999
1787559871.170798,1787559871.8275676,1787559874.0574713,2048,128,656.7695140838623,17.558296834389996,2.8866732120513916,decode,2048,128,4,1,1,1787559871.1706128,1787559874.0575824,177.3485962472999
1787559871.1711931,1787559871.8277102,1787559874.0575824,2048,128,656.5170288085938,17.55804902925266,2.8863892555236816,decode,2048,128,4,1,2,1787559871.1706128,1787559874.0575824,177.3485962472999
1787559871.1706128,1787559871.358535,1787559874.044799,2048,128,187.92223930358887,21.151685339259352,2.8741862773895264,decode,2048,128,4,1,3,1787559871.1706128,1787559874.0575824,177.3485962472999
1787559874.9609272,1787559876.2374303,1787559878.727132,2048,128,1276.503086090088,19.603950770821157,3.766204833984375,decode,2048,128,8,1,0,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.961702,1787559876.2376788,1787559878.727064,2048,128,1275.9766578674316,19.601457700954647,3.765361785888672,decode,2048,128,8,1,1,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.9611537,1787559875.7678506,1787559878.7147908,2048,128,806.696891784668,23.20425341448446,3.7536370754241943,decode,2048,128,8,1,2,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.9618957,1787559875.7677977,1787559878.7145872,2048,128,805.9020042419434,23.20306695352389,3.7526915073394775,decode,2048,128,8,1,3,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.9613237,1787559876.2375846,1787559878.726998,2048,128,1276.2608528137207,19.601681101040576,3.765674352645874,decode,2048,128,8,1,4,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.962155,1787559876.2376356,1787559878.7268546,2048,128,1275.4805088043213,19.60014921473706,3.7646994590759277,decode,2048,128,8,1,5,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.9615164,1787559875.1668227,1787559878.6951137,2048,128,205.3062915802002,27.781818795391892,3.7335972785949707,decode,2048,128,8,1,6,1787559874.9606338,1787559878.727132,271.8705574857422
1787559874.9606338,1787559875.7677472,1787559878.714725,2048,128,807.1134090423584,23.2045500297246,3.754091262817383,decode,2048,128,8,1,7,1787559874.9606338,1787559878.727132,271.8705574857422
1787559879.5588367,1787559879.9130645,1787559881.9907348,4096,128,354.22778129577637,16.359608943068135,2.4318981170654297,decode,4096,128,1,1,0,1787559879.5588367,1787559881.9907348,52.63378391626765
1787559882.8165703,1787559883.1673465,1787559885.6680303,4096,128,350.77619552612305,19.690423499880815,2.8514599800109863,decode,4096,128,2,1,0,1787559882.816353,1787559885.6796894,89.40619297579632
1787559882.816353,1787559883.5030403,1787559885.6796894,4096,128,686.6872310638428,17.1389692411648,2.8633363246917725,decode,4096,128,2,1,1,1787559882.816353,1787559885.6796894,89.40619297579632
1787559886.5810335,1787559887.8917294,1787559890.3428328,4096,128,1310.6958866119385,19.300027156439352,3.7617993354797363,decode,4096,128,4,1,0,1787559886.5808122,1787559890.3551862,135.6516335928937
1787559886.5814307,1787559887.2594743,1787559890.326526,4096,128,678.0436038970947,24.150012984989196,3.7450952529907227,decode,4096,128,4,1,1,1787559886.5808122,1787559890.3551862,135.6516335928937
1787559886.5812483,1787559887.2595634,1787559890.3266397,4096,128,678.3151626586914,24.150206348088783,3.745391368865967,decode,4096,128,4,1,2,1787559886.5808122,1787559890.3551862,135.6516335928937
1787559886.5808122,1787559887.9145691,1787559890.3551862,4096,128,1333.756923675537,19.21745735829271,3.774374008178711,decode,4096,128,4,1,3,1787559886.5808122,1787559890.3551862,135.6516335928937
1787559891.3982832,1787559894.0139997,1787559896.88282,4096,128,2615.7164573669434,22.589135357714074,5.484536647796631,decode,4096,128,8,1,0,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3991146,1787559892.3998091,1787559896.831651,4096,128,1000.6945133209229,34.89639252189576,5.432536363601685,decode,4096,128,8,1,1,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3992956,1787559893.671323,1787559896.870114,4096,128,2272.0274925231934,25.187330921803873,5.470818519592285,decode,4096,128,8,1,2,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3984928,1787559893.6717677,1787559896.870157,4096,128,2273.2748985290527,25.184167651679573,5.471664190292358,decode,4096,128,8,1,3,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3986719,1787559892.06932,1787559896.8113,4096,128,670.6480979919434,37.338425793985685,5.412628173828125,decode,4096,128,8,1,4,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.399466,1787559894.0141869,1787559896.8828733,4096,128,2614.7208213806152,22.588082185880406,5.483407258987427,decode,4096,128,8,1,5,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3988953,1787559892.0692084,1787559896.811361,4096,128,670.3131198883057,37.339784967617724,5.412465810775757,decode,4096,128,8,1,6,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559891.3980436,1787559893.0340486,1787559896.8508623,4096,128,1636.00492477417,30.05365123898964,5.4528186321258545,decode,4096,128,8,1,7,1787559891.3980436,1787559896.8828733,186.69677322489682
1787559897.6360571,1787559897.683282,1787559897.9068818,128,16,47.22476005554199,14.906660715738932,0.270824670791626,prefill,128,16,1,2,0,1787559897.6360571,1787559897.9068818,59.078812699122565
1787559898.4127724,1787559898.4786484,1787559898.7040672,512,16,65.87600708007812,15.027920405069986,0.29129481315612793,prefill,512,16,1,2,0,1787559898.4127724,1787559898.7040672,54.927170953175654
1787559899.214946,1787559899.3103764,1787559899.5402746,1024,16,95.43037414550781,15.326547622680664,0.3253285884857178,prefill,1024,16,1,2,0,1787559899.214946,1787559899.5402746,49.18104515337549
1787559900.0620673,1787559900.238816,1787559900.4725642,2048,16,176.74875259399414,15.583213170369467,0.41049695014953613,prefill,2048,16,1,2,0,1787559900.0620673,1787559900.4725642,38.9771470754448
1787559901.0109184,1787559901.3564975,1787559901.5960536,4096,16,345.5791473388672,15.970404942830404,0.5851352214813232,prefill,4096,16,1,2,0,1787559901.0109184,1787559901.5960536,27.344106819436607
1787559902.1016378,1787559902.167839,1787559904.117477,512,128,66.20121002197266,15.35147944773276,2.015839099884033,decode,512,128,1,2,0,1787559902.1016378,1787559904.117477,63.49713129751455
1787559904.8786793,1787559904.996654,1787559906.9745948,512,128,117.97475814819336,15.574336990596741,2.0959155559539795,decode,512,128,2,2,0,1787559904.8785126,1787559906.9745948,122.13261422315786
1787559904.8785126,1787559904.947528,1787559906.963508,512,128,69.0152645111084,15.873858309167577,2.0849952697753906,decode,512,128,2,2,1,1787559904.8785126,1787559906.9745948,122.13261422315786
1787559907.7463758,1787559907.9426749,1787559909.9735892,512,128,196.29907608032227,15.991451233390748,2.2272133827209473,decode,512,128,4,2,0,1787559907.7462018,1787559909.973663,229.85808608906467
1787559907.7466931,1787559907.94275,1787559909.973663,512,128,196.05684280395508,15.991441846832515,2.2269699573516846,decode,512,128,4,2,1,1787559907.7462018,1787559909.973663,229.85808608906467
1787559907.7465026,1787559907.9426115,1787559909.973546,512,128,196.10881805419922,15.991610804880699,2.227043390274048,decode,512,128,4,2,2,1787559907.7462018,1787559909.973663,229.85808608906467
1787559907.7462018,1787559907.8193066,1787559909.9617882,512,128,73.1048583984375,16.869933586420974,2.2155864238739014,decode,512,128,4,2,3,1787559907.7462018,1787559909.973663,229.85808608906467
1787559910.7654712,1787559910.840784,1787559913.2535863,512,128,75.31285285949707,18.99844267236905,2.488115072250366,decode,512,128,8,2,0,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.7660894,1787559911.1077046,1787559913.2665656,512,128,341.6152000427246,16.998904896533396,2.500476121902466,decode,512,128,8,2,1,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.7656024,1787559911.1078587,1787559913.2669213,512,128,342.2563076019287,17.000493102186308,2.50131893157959,decode,512,128,8,2,2,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.766509,1787559911.107758,1787559913.2667239,512,128,341.2489891052246,16.999730913657842,2.5002148151397705,decode,512,128,8,2,3,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.7657442,1787559911.1076572,1787559913.2667615,512,128,341.91298484802246,17.000821631724442,2.5010173320770264,decode,512,128,8,2,4,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.766223,1787559911.1078017,1787559913.2668486,512,128,341.57872200012207,17.00036919961764,2.5006256103515625,decode,512,128,8,2,5,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.7658832,1787559911.107548,1787559913.2663279,512,128,341.66479110717773,16.998266610573594,2.5004446506500244,decode,512,128,8,2,6,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559910.7653039,1787559911.1076133,1787559913.2668061,512,128,342.30947494506836,17.00151811434528,2.501502275466919,decode,512,128,8,2,7,1787559910.7653039,1787559913.2669213,409.3351713369036
1787559914.0367877,1787559914.2136357,1787559916.2282276,2048,128,176.8479347229004,15.862928600761833,2.1914398670196533,decode,2048,128,1,2,0,1787559914.0367877,1787559916.2282276,58.40908615670998
1787559917.016358,1787559917.193872,1787559919.4295664,2048,128,177.51407623291016,17.603892979659435,2.413208484649658,decode,2048,128,2,2,0,1787559917.0161834,1787559919.446028,105.35653108024162
1787559917.0161834,1787559917.3706443,1787559919.446028,2048,128,354.4609546661377,16.34160364706685,2.429844617843628,decode,2048,128,2,2,1,1787559917.0161834,1787559919.446028,105.35653108024162
1787559920.2729745,1787559920.9296439,1787559923.1555457,2048,128,656.6693782806396,17.52678615840401,2.882571220397949,decode,2048,128,4,2,0,1787559920.272788,1787559923.1555457,177.60771446119074
1787559920.2731464,1787559920.459553,1787559923.1422575,2048,128,186.40661239624023,21.12365707637757,2.8691110610961914,decode,2048,128,4,2,1,1787559920.272788,1787559923.1555457,177.60771446119074
1787559920.2733426,1787559920.9295597,1787559923.1554933,2048,128,656.217098236084,17.527035840852992,2.882150650024414,decode,2048,128,4,2,2,1787559920.272788,1787559923.1555457,177.60771446119074
1787559920.272788,1787559920.929706,1787559923.1552868,2048,128,656.9180488586426,17.52425741961622,2.8824987411499023,decode,2048,128,4,2,3,1787559920.272788,1787559923.1555457,177.60771446119074
1787559924.0552907,1787559924.8625026,1787559927.8041143,2048,128,807.2118759155273,23.162297376497524,3.748823642730713,decode,2048,128,8,2,0,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.055449,1787559924.8625705,1787559927.804677,2048,128,807.1215152740479,23.166192798163948,3.749228000640869,decode,2048,128,8,2,1,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.0561442,1787559925.332363,1787559927.817635,2048,128,1276.2186527252197,19.56907219774141,3.761490821838379,decode,2048,128,8,2,2,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.0564017,1787559925.3326302,1787559927.8174493,2048,128,1276.228427886963,19.56550530561312,3.761047601699829,decode,2048,128,8,2,3,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.0559876,1787559925.3327563,1787559927.8175836,2048,128,1276.768684387207,19.5655691342091,3.7615959644317627,decode,2048,128,8,2,4,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.0556133,1787559925.3325698,1787559927.817709,2048,128,1276.956558227539,19.56802465784268,3.7620956897735596,decode,2048,128,8,2,5,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.0557783,1787559924.2628126,1787559927.785397,2048,128,207.03434944152832,27.736885341133657,3.729618787765503,decode,2048,128,8,2,6,1787559924.054978,1787559927.817709,272.14275469365873
1787559924.054978,1787559924.8624177,1787559927.8046336,2048,128,807.4398040771484,23.167054484209675,3.7496557235717773,decode,2048,128,8,2,7,1787559924.054978,1787559927.817709,272.14275469365873
1787559928.6050084,1787559928.9529352,1787559931.025788,4096,128,347.9268550872803,16.321675983939585,2.4207797050476074,decode,4096,128,1,2,0,1787559928.6050084,1787559931.025788,52.87552590312332
1787559931.8514526,1787559932.514704,1787559934.69111,4096,128,663.2513999938965,17.137054383285403,2.8396573066711426,decode,4096,128,2,2,0,1787559931.851244,1787559934.6911647,90.1433602224944
1787559931.851244,1787559932.514769,1787559934.6911647,4096,128,663.5251045227051,17.136973658884603,2.83992075920105,decode,4096,128,2,2,1,1787559931.851244,1787559934.6911647,90.1433602224944
1787559935.5868146,1787559935.957473,1787559939.3305917,4096,128,370.65839767456055,26.55998928340401,3.74377703666687,decode,4096,128,4,2,0,1787559935.5865815,1787559939.359972,135.68698912037956
1787559935.5869904,1787559936.929319,1787559939.359972,4096,128,1342.3285484313965,19.139000749963476,3.772981643676758,decode,4096,128,4,2,1,1787559935.5865815,1787559939.359972,135.68698912037956
1787559935.5871468,1787559936.5893433,1787559939.3468466,4096,128,1002.1965503692627,21.71262418191264,3.759699821472168,decode,4096,128,4,2,2,1787559935.5865815,1787559939.359972,135.68698912037956
1787559935.5865815,1787559936.9291794,1787559939.359932,4096,128,1342.5979614257812,19.139783588920054,3.773350477218628,decode,4096,128,4,2,3,1787559935.5865815,1787559939.359972,135.68698912037956
1787559940.401503,1787559941.4384801,1787559945.8785267,4096,128,1036.9770526885986,34.9609964475857,5.477023601531982,decode,4096,128,8,2,0,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4023232,1787559942.7134151,1787559945.9185543,4096,128,2311.091899871826,25.237316221702756,5.516231060028076,decode,4096,128,8,2,1,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4016685,1787559943.054918,1787559945.9310057,4096,128,2653.249502182007,22.646359571321742,5.529337167739868,decode,4096,128,8,2,2,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4021516,1787559942.7132242,1787559945.9186075,4096,128,2311.072587966919,25.23923858882874,5.516455888748169,decode,4096,128,8,2,3,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4018433,1787559940.8053248,1787559945.857872,4096,128,403.48148345947266,39.7838363497276,5.456028699874878,decode,4096,128,8,2,4,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4025314,1787559943.0546844,1787559945.9310908,4096,128,2652.1530151367188,22.64886953699307,5.528559446334839,decode,4096,128,8,2,5,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.4019885,1787559942.0756881,1787559945.8997216,4096,128,1673.6996173858643,30.110499990268018,5.497733116149902,decode,4096,128,8,2,6,1787559940.401292,1787559945.9310908,185.17852945742882
1787559940.401292,1787559942.0756092,1787559945.8996742,4096,128,1674.3171215057373,30.11074779540535,5.498382091522217,decode,4096,128,8,2,7,1787559940.401292,1787559945.9310908,185.17852945742882
