run_path,node_id,motif_name,agent_role,criticality_proxy,request_e2e_sec,input_tokens,output_tokens,downstream_dependency_count,contribution_to_makespan_proxy,before_finalizer,evidence_quality
traces/week2_gpu_rerun/decentralized/manual_27e1a618862f/20260528_145222_609820.jsonl,debate_agent_1_r2,decentralized,debate_agent,unknown,4.145661,538,251,0,0.592434,True,proxy_supported
traces/week2_gpu_rerun/decentralized/manual_27e1a618862f/20260528_145222_609820.jsonl,debate_agent_2_r2,decentralized,debate_agent,unknown,4.146087,530,248,0,0.592445,True,proxy_supported
traces/week2_gpu_rerun/decentralized/manual_27e1a618862f/20260528_145222_609820.jsonl,consensus,decentralized,aggregator,critical_candidate,3.823671,759,244,2,0.384452,True,proxy_supported
traces/week2_gpu_rerun/decentralized/manual_27e1a618862f/20260528_145222_609820.jsonl,finalizer,decentralized,finalizer,critical_candidate,3.72091,248,251,1,0.192984,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,planner,evidence_collection,planner,critical_candidate,3.722574,32,242,12,0.999465,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,repo_searcher,evidence_collection,repo_searcher,unknown,4.209456,577,243,3,0.757014,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,searcher,evidence_collection,searcher,unknown,4.264804,577,245,3,0.755244,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,tool_agent,evidence_collection,tool_agent,background_candidate,4.282178,577,240,3,0.755072,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,doc_searcher,evidence_collection,doc_searcher,unknown,4.284637,577,244,3,0.755186,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,evidence_merge,evidence_collection,aggregator,critical_candidate,3.833975,1000,243,3,0.484321,True,proxy_supported
traces/week2_gpu_rerun/evidence_collection/manual_19e0d8666bad/20260528_144836_996702.jsonl,finalizer,evidence_collection,finalizer,critical_candidate,3.706518,253,239,1,0.242452,True,proxy_supported
traces/week2_gpu_rerun/generator_verifier/manual_ef4d03134f7d/20260528_144905_644779.jsonl,generator,generator_verifier,generator,critical_candidate,3.725457,25,242,3,0.999223,True,proxy_supported
traces/week2_gpu_rerun/generator_verifier/manual_ef4d03134f7d/20260528_144905_644779.jsonl,verifier,generator_verifier,verifier,critical_candidate,3.700649,280,242,3,0.670675,True,proxy_supported
traces/week2_gpu_rerun/generator_verifier/manual_ef4d03134f7d/20260528_144905_644779.jsonl,finalizer,generator_verifier,finalizer,critical_candidate,3.771249,499,240,1,0.343795,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_manager_r0,hybrid,manager,critical_candidate,3.726376,204,242,9,0.999669,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_code_localization_mr0,hybrid,code_localization,unknown,4.044402,398,237,9,0.862826,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_repo_search_mr0,hybrid,repo_search,unknown,4.058716,402,238,9,0.862798,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_issue_triage_mr0,hybrid,issue_triage,unknown,4.057758,403,234,9,0.862757,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_code_localization_mr0_pr1,hybrid,debate_agent,unknown,4.148991,502,245,0,0.716777,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_repo_search_mr0_pr1,hybrid,debate_agent,unknown,4.165364,501,245,0,0.716977,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_issue_triage_mr0_pr1,hybrid,debate_agent,unknown,4.16624,505,244,0,0.717001,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_manager_r1,hybrid,manager,critical_candidate,3.866048,961,247,6,0.56719,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_patch_planning_mr1,hybrid,patch_planning,unknown,3.867361,391,236,4,0.425243,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_test_reasoning_mr1,hybrid,test_reasoning,unknown,3.882371,397,238,4,0.425303,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_test_reasoning_mr1_pr1,hybrid,debate_agent,unknown,3.875287,265,248,0,0.285867,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,hybrid_agent_patch_planning_mr1_pr1,hybrid,debate_agent,unknown,3.88764,267,234,0,0.285924,True,proxy_supported
traces/week2_gpu_rerun/hybrid/manual_61416f6f0e1b/20260528_145243_052539.jsonl,finalizer,hybrid,finalizer,critical_candidate,3.864579,1225,250,1,0.14605,True,proxy_supported
traces/week2_gpu_rerun/independent/manual_6e39321b2b1b/20260528_145154_391962.jsonl,agent_3,independent,independent_worker,background_candidate,4.047463,359,233,3,0.992764,True,proxy_supported
traces/week2_gpu_rerun/independent/manual_6e39321b2b1b/20260528_145154_391962.jsonl,agent_1,independent,independent_worker,background_candidate,4.055745,359,238,3,0.9922,True,proxy_supported
traces/week2_gpu_rerun/independent/manual_6e39321b2b1b/20260528_145154_391962.jsonl,agent_2,independent,independent_worker,background_candidate,4.054291,359,235,3,0.992062,True,proxy_supported
traces/week2_gpu_rerun/independent/manual_6e39321b2b1b/20260528_145154_391962.jsonl,aggregator,independent,aggregator,critical_candidate,3.777825,713,244,3,0.647104,True,proxy_supported
traces/week2_gpu_rerun/independent/manual_6e39321b2b1b/20260528_145154_391962.jsonl,finalizer,independent,finalizer,critical_candidate,3.712914,248,244,1,0.325687,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,planner,multi_coder_branch,planner,critical_candidate,3.715492,30,243,9,0.999439,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,coder_A,multi_coder_branch,coder,background_candidate,3.963377,274,245,3,0.757341,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,coder_B,multi_coder_branch,coder,background_candidate,3.977486,274,245,3,0.75724,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,coder_C,multi_coder_branch,coder,background_candidate,3.976953,274,245,3,0.757194,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,selector,multi_coder_branch,reviewer,critical_candidate,3.810847,756,247,3,0.498147,True,proxy_supported
traces/week2_gpu_rerun/multi_coder_branch/manual_1e2afed3402b/20260528_144936_764397.jsonl,finalizer,multi_coder_branch,finalizer,critical_candidate,3.71655,257,241,1,0.250313,True,proxy_supported
traces/week2_gpu_rerun/planner_executor/manual_c27d2520b5ff/20260528_144825_081217.jsonl,planner,planner_executor,planner,critical_candidate,3.74239,25,236,3,0.999246,True,proxy_supported
traces/week2_gpu_rerun/planner_executor/manual_c27d2520b5ff/20260528_144825_081217.jsonl,executor,planner_executor,executor,critical_candidate,3.718916,268,246,3,0.668227,True,proxy_supported
traces/week2_gpu_rerun/planner_executor/manual_c27d2520b5ff/20260528_144825_081217.jsonl,finalizer,planner_executor,finalizer,critical_candidate,3.713485,256,242,1,0.338946,True,proxy_supported
traces/week2_gpu_rerun/researcher_synthesizer/manual_97f607126a93/20260528_144853_444832.jsonl,researcher_1,researcher_synthesizer,researcher,background_candidate,3.94113,354,243,3,0.994914,True,proxy_supported
traces/week2_gpu_rerun/researcher_synthesizer/manual_97f607126a93/20260528_144853_444832.jsonl,researcher_3,researcher_synthesizer,researcher,background_candidate,3.943354,354,243,3,0.993959,True,proxy_supported
traces/week2_gpu_rerun/researcher_synthesizer/manual_97f607126a93/20260528_144853_444832.jsonl,researcher_2,researcher_synthesizer,researcher,background_candidate,3.949471,354,243,3,0.993214,True,proxy_supported
traces/week2_gpu_rerun/researcher_synthesizer/manual_97f607126a93/20260528_144853_444832.jsonl,synthesizer,researcher_synthesizer,synthesizer,critical_candidate,3.763596,740,243,3,0.654631,True,proxy_supported
traces/week2_gpu_rerun/researcher_synthesizer/manual_97f607126a93/20260528_144853_444832.jsonl,finalizer,researcher_synthesizer,finalizer,critical_candidate,3.703675,253,249,1,0.332006,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,executor,retry_debug_loop,executor,critical_candidate,3.734155,27,75,2,0.99963,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,tester_r0,retry_debug_loop,tester,critical_candidate,3.692437,90,243,2,0.834592,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,debugger_r0,retry_debug_loop,debugger,critical_candidate,3.755617,331,246,3,0.671157,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,executor_revise_r1,retry_debug_loop,executor,critical_candidate,3.72102,331,247,2,0.505085,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,tester_r1,retry_debug_loop,tester,critical_candidate,3.756621,263,250,3,0.340563,True,proxy_supported
traces/week2_gpu_rerun/retry_debug_loop/manual_bcc48e5313e7/20260528_145058_609191.jsonl,finalizer,retry_debug_loop,finalizer,critical_candidate,3.773908,512,247,1,0.174341,True,proxy_supported
traces/week2_gpu_rerun/router_handoff/manual_7ab0388a426c/20260528_145121_712324.jsonl,router,router_handoff,router,critical_candidate,3.713438,48,240,3,0.999271,True,proxy_supported
traces/week2_gpu_rerun/router_handoff/manual_7ab0388a426c/20260528_145121_712324.jsonl,evidence_collection,router_handoff,specialist,critical_candidate,3.694004,32,242,3,0.66829,True,proxy_supported
traces/week2_gpu_rerun/router_handoff/manual_7ab0388a426c/20260528_145121_712324.jsonl,finalizer,router_handoff,finalizer,critical_candidate,3.717531,252,244,1,0.338773,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,writer_2,shared_evidence_store,writer,background_candidate,4.00637,354,230,1,0.99072,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,writer_3,shared_evidence_store,writer,background_candidate,4.018229,354,236,1,0.989296,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,writer_1,shared_evidence_store,writer,background_candidate,4.025451,354,234,1,0.988721,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,reader_2,shared_evidence_store,reader,background_candidate,3.929558,724,247,3,0.653205,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,reader_1,shared_evidence_store,reader,background_candidate,3.929128,724,244,4,0.653159,True,proxy_supported
traces/week2_gpu_rerun/shared_evidence_store/manual_851f55e7f907/20260528_145046_001939.jsonl,finalizer,shared_evidence_store,finalizer,critical_candidate,3.784862,502,241,1,0.325405,True,proxy_supported
traces/week2_gpu_rerun/single/manual_c716493a3119/20260528_145146_372053.jsonl,single_agent,single,worker,critical_candidate,3.740683,356,49,3,0.997616,True,proxy_supported
traces/week2_gpu_rerun/single/manual_c716493a3119/20260528_145146_372053.jsonl,finalizer,single,finalizer,critical_candidate,3.695208,53,244,1,0.505546,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,planner,tool_resume_contention_meso,planner,critical_candidate,3.712818,30,243,10,0.99954,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,critical_coder,tool_resume_contention_meso,coder,critical_candidate,4.05551,277,246,3,0.809426,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,background_coder_A,tool_resume_contention_meso,coder,background_candidate,4.068738,271,246,3,0.809364,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,resume_evidence_processor_3,tool_resume_contention_meso,evidence_processor,unknown,4.317515,286,246,3,0.707054,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,resume_evidence_processor_2,tool_resume_contention_meso,evidence_processor,unknown,4.333536,286,249,3,0.707219,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,resume_evidence_processor_4,tool_resume_contention_meso,evidence_processor,unknown,4.34868,286,248,3,0.707187,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,resume_evidence_processor_1,tool_resume_contention_meso,evidence_processor,unknown,4.351691,286,247,3,0.70729,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,critical_reviewer,tool_resume_contention_meso,reviewer,critical_candidate,3.907001,508,247,2,0.602249,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,evidence_merge,tool_resume_contention_meso,aggregator,critical_candidate,3.881975,1282,250,2,0.402287,True,proxy_supported
traces/week2_gpu_rerun/tool_resume_contention_meso/manual_2eeb1af41376/20260528_144746_528234.jsonl,finalizer,tool_resume_contention_meso,finalizer,critical_candidate,3.790411,766,247,1,0.203925,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,tool_test,tool_specialist_team,tool_agent,background_candidate,3.980549,356,234,3,0.990741,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,tool_repo,tool_specialist_team,tool_agent,background_candidate,4.125164,357,234,3,0.985511,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,tool_doc,tool_specialist_team,tool_agent,background_candidate,4.114921,357,231,3,0.983356,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,tool_search,tool_specialist_team,tool_agent,background_candidate,4.117766,357,246,3,0.98358,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,tool_result_merge,tool_specialist_team,aggregator,critical_candidate,3.807748,952,235,3,0.638961,True,proxy_supported
traces/week2_gpu_rerun/tool_specialist_team/manual_04e216de1e75/20260528_145016_969902.jsonl,finalizer,tool_specialist_team,finalizer,critical_candidate,3.713266,245,234,1,0.320469,True,proxy_supported
