actual_amplification_ratio,actual_context_tokens,answer_output_tokens,avoided_propagation_tokens,compression_ratio,consumer_input_tokens,consumer_latency_median_sec,consumer_latency_p95_sec,consumer_ttft_median_sec,consumer_ttft_p95_sec,direct_passthrough_tokens,drain_latency_sec,duplication_ratio,evidence_source_coverage,graph_bypassed_artifact_count,graph_eligible_artifact_count,main_request_count,memory_distinctiveness,memory_focus_coverage,memory_grounding_ratio,mode,producer_memory_extra_output_tokens,producer_sidecar_main_request_count,raw_equivalent_tokens,raw_propagated_tokens,repeated_context_tokens,result_latency_sec,retrieval_tokens,run_id,schema_version,structured_memory_tokens,summary_path,task_consistency,task_consistency_definition,tool_excluded_latency_sec,tool_latency_sec,total_completion_tokens,unique_artifact_tokens,workload,workload_quality_definition,workload_quality_score
3.042063248388087,9908,1149,0,,10550,5.3059450984874275,6.282626510015689,0.3697981834411621,0.37384462356567383,0,18.822472095489502,3.042063248388087,1.0,2,5,6,,,,raw,0,0,9908,9908,6651,18.82236647605896,0,r2_20260817_214450_13978,masbench_case_study2.summary.v2,0,results/runs/independent_fanin/raw/r2_20260817_214450_13978/summary.json,1.0,lexical_required_concept_coverage,14.535619015048724,4.286747461010236,1150,3257,independent_fanin,workload_specific_dimension_coverage,1.0
0.26944296138102863,1514,2468,12249,34.108695652173914,4659,4.995580824994249,5.712400903983507,0.07105863094329834,0.08010697364807129,912,47.46250510215759,2.449368214984873,1.0,5,11,15,0.8220043536710204,1.0,0.9285714285714286,producer,469,10,13763,0,8144,47.46110129356384,602,r1_20260817_214300_16272,masbench_case_study2.summary.v2,138,results/runs/issue_to_patch_workflow/producer/r1_20260817_214300_16272/summary.json,1.0,lexical_required_concept_coverage,46.13176706357626,1.3293342299875803,2938,5619,issue_to_patch_workflow,workload_specific_dimension_coverage,1.0
0.26546029515108926,1511,2546,12471,34.89051094890511,4657,4.994312954018824,5.724716613010969,0.0742412805557251,0.08378005027770996,912,62.55268383026123,2.4564300773014756,1.0,5,11,15,0.8221122087788755,1.0,0.873015873015873,producer,465,10,13982,0,8290,62.55125403404236,599,r2_20260817_214839_21687,masbench_case_study2.summary.v2,137,results/runs/issue_to_patch_workflow/producer/r2_20260817_214839_21687/summary.json,1.0,lexical_required_concept_coverage,47.91788697906304,14.633367054979317,3012,5692,issue_to_patch_workflow,workload_specific_dimension_coverage,1.0
2.4756554307116105,15864,3268,0,,17670,5.66383067399147,6.270956024993211,0.1310875415802002,0.6158921718597412,0,55.75359773635864,2.4756554307116105,1.0,5,11,15,,,,raw,0,0,15864,15864,9456,55.75347447395325,0,r1_20260817_214200_29000,masbench_case_study2.summary.v2,0,results/runs/issue_to_patch_workflow/raw/r1_20260817_214200_29000/summary.json,1.0,lexical_required_concept_coverage,53.77622109389631,1.9772533800569363,3269,6408,issue_to_patch_workflow,workload_specific_dimension_coverage,1.0
2.4755735913844235,15861,3274,0,,17667,5.651617270515999,6.233492951025255,0.13935565948486328,0.5887365341186523,0,70.29936456680298,2.4755735913844235,1.0,5,11,15,,,,raw,0,0,15861,15861,9454,70.299236536026,0,r2_20260817_214946_4028,masbench_case_study2.summary.v2,0,results/runs/issue_to_patch_workflow/raw/r2_20260817_214946_4028/summary.json,1.0,lexical_required_concept_coverage,53.88186974002747,16.417366795998532,3275,6407,issue_to_patch_workflow,workload_specific_dimension_coverage,1.0
0.3559870550161812,990,1041,11452,31.281690140845072,1932,4.6139002940035425,5.717093413986731,0.04887795448303223,0.06579804420471191,560,29.307639598846436,4.473930240920533,1.0,4,3,6,0.0,1.0,0.7777777777777777,producer,93,2,12442,0,9661,29.30671525001526,430,r1_20260817_214126_21105,masbench_case_study2.summary.v2,71,results/runs/retry_debug_loop/producer/r1_20260817_214126_21105/summary.json,0.8,lexical_required_concept_coverage,27.361676243017428,1.9450390069978312,1135,2781,retry_debug_loop,workload_specific_dimension_coverage,1.0
0.3562432529686938,990,1043,11440,31.253521126760564,1932,4.607457022997551,5.710320048034191,0.04780411720275879,0.05501699447631836,560,32.09736943244934,4.472831953940267,1.0,4,3,6,0.0,1.0,0.7777777777777777,producer,93,2,12430,0,9651,32.0963773727417,430,r2_20260817_214604_19185,masbench_case_study2.summary.v2,71,results/runs/retry_debug_loop/producer/r2_20260817_214604_19185/summary.json,0.8,lexical_required_concept_coverage,27.3761711147381,4.7202062580036,1137,2779,retry_debug_loop,workload_specific_dimension_coverage,1.0
4.4123422159887795,12584,1118,0,,13272,4.872557209513616,5.72100112301996,0.3296821117401123,0.3705320358276367,0,31.048018217086792,4.4123422159887795,1.0,4,3,6,,,,raw,0,0,12584,12584,9732,31.04790711402893,0,r1_20260817_214050_20874,masbench_case_study2.summary.v2,0,results/runs/retry_debug_loop/raw/r1_20260817_214050_20874/summary.json,0.8,lexical_required_concept_coverage,28.75365867803339,2.2942484359955415,1119,2852,retry_debug_loop,workload_specific_dimension_coverage,1.0
4.414010507880911,12602,1108,0,,13292,4.834294579020934,5.640063567028847,0.25091755390167236,0.29658937454223633,0,32.19177556037903,4.414010507880911,1.0,4,3,6,,,,raw,0,0,12602,12602,9747,32.191654443740845,0,r2_20260817_214640_28458,masbench_case_study2.summary.v2,0,results/runs/retry_debug_loop/raw/r2_20260817_214640_28458/summary.json,0.6,lexical_required_concept_coverage,28.20139978872612,3.9902546550147235,1109,2855,retry_debug_loop,workload_specific_dimension_coverage,1.0
1.2617312072892939,5539,2244,3162,18.583333333333332,7493,5.388262591994135,11.84700900700409,0.09956717491149902,0.763700008392334,5272,33.15865349769592,1.982004555808656,1.0,5,6,10,0.8313600397423927,1.0,0.9090909090909092,producer,315,6,8701,0,4311,33.15748620033264,267,r1_20260817_195748_10724,masbench_case_study2.summary.v2,72,results/runs/shared_memory_fanin_meso/producer/r1_20260817_195748_10724/summary.json,1.0,lexical_required_concept_coverage,31.584063499351032,1.5734227009816095,2560,4390,shared_memory_fanin_meso,workload_specific_dimension_coverage,1.0
1.2777266451909801,5553,2228,3000,17.472972972972972,7506,5.462707989499904,11.286696875991765,0.10663926601409912,0.7411801815032959,5274,33.21525168418884,1.9680165669581224,1.0,5,6,10,0.827885253434789,1.0,0.8590909090909091,producer,307,6,8553,0,4207,33.21406555175781,279,r2_20260817_200054_30394,masbench_case_study2.summary.v2,74,results/runs/shared_memory_fanin_meso/producer/r2_20260817_200054_30394/summary.json,1.0,lexical_required_concept_coverage,31.33711467072135,1.8769508810364641,2536,4346,shared_memory_fanin_meso,workload_specific_dimension_coverage,1.0
1.9718928414580588,8980,2439,0,,9952,5.354390521504683,10.730718051025178,0.19800639152526855,0.5101299285888672,0,35.39255690574646,1.9718928414580588,1.0,5,6,10,,,,raw,0,0,8980,8980,4426,35.392420053482056,0,r1_20260817_195706_24860,masbench_case_study2.summary.v2,0,results/runs/shared_memory_fanin_meso/raw/r1_20260817_195706_24860/summary.json,1.0,lexical_required_concept_coverage,24.834615568513982,10.557804484968074,2440,4554,shared_memory_fanin_meso,workload_specific_dimension_coverage,1.0
1.9719175076788065,8988,2416,0,,9965,5.338867762009613,10.731875788012985,0.1693570613861084,0.4976496696472168,0,32.63438606262207,1.9719175076788065,1.0,5,6,10,,,,raw,0,0,8988,8988,4430,32.63418197631836,0,r2_20260817_200134_25160,masbench_case_study2.summary.v2,0,results/runs/shared_memory_fanin_meso/raw/r2_20260817_200134_25160/summary.json,1.0,lexical_required_concept_coverage,31.55551106634084,1.078670909977518,2417,4558,shared_memory_fanin_meso,workload_specific_dimension_coverage,1.0
1.0,2500,340,0,,2700,4.277932477474678,5.738450788951013,0.1850825548171997,0.31643080711364746,2500,9.608698844909668,1.0,1.0,3,0,2,,,,producer,0,0,2500,0,0,9.607994794845581,0,r1_20260817_213858_4383,masbench_case_study2.summary.v2,0,results/runs/single_agent_control/producer/r1_20260817_213858_4383/summary.json,1.0,lexical_required_concept_coverage,8.594954565807711,1.0130402290378697,341,2500,single_agent_control,workload_specific_dimension_coverage,1.0
1.0,2502,333,0,,2701,4.2098228045215365,5.756219108996447,0.1960846185684204,0.32874011993408203,2502,18.419224977493286,1.0,1.0,3,0,2,,,,producer,0,0,2502,0,0,18.41838240623474,0,r2_20260817_214352_2668,masbench_case_study2.summary.v2,0,results/runs/single_agent_control/producer/r2_20260817_214352_2668/summary.json,1.0,lexical_required_concept_coverage,8.487920773215592,9.93046163301915,334,2502,single_agent_control,workload_specific_dimension_coverage,1.0
1.0,2500,330,0,,2700,4.1812809974944685,5.7705447509652,0.20486366748809814,0.3437211513519287,0,20.81271505355835,1.0,1.0,3,0,2,,,,raw,0,0,2500,2500,0,20.812570810317993,0,r1_20260817_213832_32160,masbench_case_study2.summary.v2,0,results/runs/single_agent_control/raw/r1_20260817_213832_32160/summary.json,1.0,lexical_required_concept_coverage,8.430500692280475,12.382070118037518,331,2500,single_agent_control,workload_specific_dimension_coverage,1.0
1.0,2500,336,0,,2700,4.242111927509541,5.746231932018418,0.19325721263885498,0.3196730613708496,0,9.639241933822632,1.0,1.0,3,0,2,,,,raw,0,0,2500,2500,0,9.63913631439209,0,r2_20260817_214416_9143,masbench_case_study2.summary.v2,0,results/runs/single_agent_control/raw/r2_20260817_214416_9143/summary.json,1.0,lexical_required_concept_coverage,8.532349491375498,1.1067868230165914,337,2500,single_agent_control,workload_specific_dimension_coverage,1.0
